"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z220","2020-02-12 00:00:00","589.000","253.000","1.600","14.500","0.940","956.600","","0.000","-99.000","-99.000","-99.000","18.400","","11.200",""
"C0R220","2020-02-12 00:00:00","23.000","279.000","1.200","19.400","1.000","1018.500","","0.000","-99.000","-99.000","-99.000","23.500","","16.300",""
"C0A870","2020-02-12 00:00:00","685.000","161.000","3.700","14.700","0.940","940.700","","0.000","-99.000","-99.000","-99.000","19.100","","12.500",""
"C0V670","2020-02-12 00:00:00","20.000","349.000","1.900","20.200","0.790","1018.200","","0.000","-99.000","-99.000","-99.000","23.200","","17.800",""
"C0G770","2020-02-12 00:00:00","15.000","330.000","0.300","18.400","0.910","1018.800","","0.000","-99.000","-99.000","-99.000","20.900","","16.900",""
"C0C540","2020-02-12 00:00:00","46.000","0.000","0.000","16.300","0.920","1015.400","","0.000","-99.000","-99.000","-99.000","23.400","","15.400",""
"C0F9O0","2020-02-12 00:00:00","175.000","0.000","0.000","18.500","1.000","999.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.700",""
"C0Z230","2020-02-12 00:00:00","31.000","278.000","3.200","19.800","0.630","1019.400","","0.000","-99.000","-99.000","-99.000","21.700","","16.000",""
"C0U900","2020-02-12 00:00:00","63.000","228.000","1.300","17.000","0.920","1015.800","","0.000","-99.000","-99.000","-99.000","21.600","","14.300",""
"C0X200","2020-02-12 00:00:00","61.000","0.000","0.000","17.200","0.990","1013.800","","0.000","-99.000","-99.000","-99.000","21.400","","14.700",""
"C0G640","2020-02-12 00:00:00","17.000","304.000","0.700","17.800","0.930","1021.200","","0.000","-99.000","-99.000","-99.000","20.200","","15.800",""
"C0Z080","2020-02-12 00:00:00","298.000","214.000","1.000","15.200","0.960","988.900","","0.000","-99.000","-99.000","-99.000","20.200","","12.200",""
"C0U770","2020-02-12 00:00:00","5.000","325.000","3.900","17.500","0.840","1021.800","","0.000","-99.000","-99.000","-99.000","21.900","","14.600",""
"C0Z210","2020-02-12 00:00:00","126.000","62.000","0.700","15.700","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","20.200","","11.800",""
"C0V690","2020-02-12 00:00:00","30.000","19.000","1.200","21.500","0.670","1017.900","","0.000","-99.000","-99.000","-99.000","23.600","","18.600",""
"C0M690","2020-02-12 00:00:00","33.000","353.000","1.000","17.900","0.920","1015.900","","0.000","-99.000","-99.000","-99.000","21.700","","15.700",""
"C0R440","2020-02-12 00:00:00","1654.000","108.000","5.800","8.400","1.000","839.400","","0.500","12.800","108.000","","8.600","","6.500",""
"C0F970","2020-02-12 00:00:00","145.000","131.000","1.200","18.100","0.840","1002.700","","0.000","-99.000","-99.000","-99.000","22.400","","15.500",""
"C0C490","2020-02-12 00:00:00","157.000","203.000","0.300","16.800","0.950","1002.300","","0.000","-99.000","-99.000","-99.000","22.900","","13.700",""
"C0X160","2020-02-12 00:00:00","26.000","47.000","1.300","19.500","0.970","1018.100","","0.000","-99.000","-99.000","-99.000","22.800","","17.200",""
"C0S760","2020-02-12 00:00:00","1621.000","181.000","1.600","8.400","1.000","845.700","","0.000","-99.000","-99.000","-99.000","10.500","","6.700",""
"C0O830","2020-02-12 00:00:00","127.000","239.000","1.300","17.400","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","22.400","","16.100",""
"C0R720","2020-02-12 00:00:00","214.000","9.000","5.000","20.000","0.750","997.800","","0.000","-99.000","-99.000","-99.000","21.200","","17.500",""
"C0V650","2020-02-12 00:00:00","28.000","8.000","1.800","19.300","0.870","1019.500","","0.000","-99.000","-99.000","-99.000","22.700","","16.700",""
"C0H9C0","2020-02-12 00:00:00","3402.000","331.000","0.800","1.800","0.760","678.600","","0.000","-99.000","-99.000","-99.000","5.800","","0.900",""
"C0U780","2020-02-12 00:00:00","15.000","210.000","1.400","17.500","0.900","1020.500","","0.000","-99.000","-99.000","-99.000","22.800","","14.500",""
"C0U760","2020-02-12 00:00:00","22.000","101.000","1.000","20.800","0.610","1020.700","","0.000","-99.000","-99.000","-99.000","22.400","","15.100",""
"C0X290","2020-02-12 00:00:00","10.000","42.000","1.600","18.300","0.880","1019.500","","0.000","-99.000","-99.000","-99.000","20.200","","16.200",""
"C0E830","2020-02-12 00:00:00","37.000","92.000","0.800","17.400","0.910","1016.100","","0.000","-99.000","-99.000","-99.000","19.800","","16.900",""
"C0K330","2020-02-12 00:00:00","38.000","300.000","1.600","17.000","0.950","1016.100","","0.000","-99.000","-99.000","-99.000","21.900","","15.700",""
"C0M660","2020-02-12 00:00:00","40.000","313.000","2.100","17.400","0.920","1016.600","","0.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0D580","2020-02-12 00:00:00","120.000","0.000","0.000","15.500","0.970","1006.600","","0.000","-99.000","-99.000","-99.000","22.600","","12.500",""
"C0R640","2020-02-12 00:00:00","21.000","24.000","2.100","20.400","0.800","1019.200","","0.000","-99.000","-99.000","-99.000","23.300","","18.000",""
"C0E810","2020-02-12 00:00:00","53.000","0.000","0.000","15.500","0.990","1015.000","","0.000","-99.000","-99.000","-99.000","22.600","","15.100",""
"C0G830","2020-02-12 00:00:00","27.000","306.000","1.700","17.300","0.980","1016.000","","0.000","-99.000","-99.000","-99.000","21.300","","16.000",""
"C0A550","2020-02-12 00:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-12 00:00:00","31.000","301.000","0.800","17.300","0.930","1018.300","","0.000","-99.000","-99.000","-99.000","20.900","","15.800",""
"C0Z270","2020-02-12 00:00:00","343.000","259.000","1.800","15.800","0.880","983.800","","0.000","-99.000","-99.000","-99.000","19.500","","13.200",""
"C0UA30","2020-02-12 00:00:00","1397.000","234.000","0.700","10.500","1.000","866.800","","0.000","-99.000","-99.000","-99.000","12.300","","7.300",""
"C0I080","2020-02-12 00:00:00","536.000","259.000","0.400","15.900","0.800","962.700","","0.000","-99.000","-99.000","-99.000","21.100","","13.800",""
"C0UA00","2020-02-12 00:00:00","392.000","157.000","0.500","14.000","0.940","977.900","","0.000","-99.000","-99.000","-99.000","20.800","","10.600",""
"C0AD40","2020-02-12 00:00:00","32.000","0.000","0.000","16.300","0.920","1017.300","","0.000","-99.000","-99.000","-99.000","22.500","","13.300",""
"C0G900","2020-02-12 00:00:00","20.000","342.000","1.700","18.300","0.940","1017.100","","0.000","-99.000","-99.000","-99.000","18.900","","16.700",""
"C0S660","2020-02-12 00:00:00","794.000","209.000","0.400","13.100","0.950","935.200","","0.000","-99.000","-99.000","-99.000","16.200","","10.500",""
"C0M640","2020-02-12 00:00:00","155.000","131.000","0.600","18.700","0.750","1002.500","","0.000","-99.000","-99.000","-99.000","22.000","","15.700",""
"C0R660","2020-02-12 00:00:00","20.000","16.000","2.300","21.300","0.670","1019.000","","0.000","-99.000","-99.000","-99.000","23.000","","16.200",""
"C0UA10","2020-02-12 00:00:00","1711.000","314.000","0.900","6.900","1.000","837.300","","0.000","-99.000","-99.000","-99.000","9.600","","5.300",""
"C0V770","2020-02-12 00:00:00","26.000","9.000","0.500","19.100","0.800","1017.600","","0.000","-99.000","-99.000","-99.000","23.300","","17.000",""
"C0E730","2020-02-12 00:00:00","26.000","0.000","0.000","17.000","0.900","1016.200","","0.000","-99.000","-99.000","-99.000","21.100","","15.400",""
"C0V810","2020-02-12 00:00:00","32.000","0.000","0.000","20.200","0.780","1015.900","","0.000","-99.000","-99.000","-99.000","22.300","","18.000",""
"C0A9C0","2020-02-12 00:00:00","35.000","0.000","0.000","16.800","0.890","1017.700","","0.000","-99.000","-99.000","-99.000","23.300","","16.100",""
"C0X310","2020-02-12 00:00:00","9.000","52.000","2.300","18.700","0.860","1020.400","","0.000","-99.000","-99.000","-99.000","20.300","","16.400",""
"C0X050","2020-02-12 00:00:00","25.000","0.000","0.000","17.600","0.980","1016.900","","0.000","-99.000","-99.000","-99.000","21.800","","15.500",""
"CM0100","2020-02-12 00:00:00","25.000","151.000","1.400","17.200","0.830","1017.700","","0.000","-99.000","-99.000","-99.000","22.100","","14.800",""
"C0AC70","2020-02-12 00:00:00","71.000","0.000","0.000","17.500","0.880","1012.600","","0.000","-99.000","-99.000","-99.000","23.700","","16.300",""
"CM0130","2020-02-12 00:00:00","11.000","61.000","1.000","19.000","0.810","1020.200","","0.000","-99.000","-99.000","-99.000","20.200","","16.900",""
"C0W110","2020-02-12 00:00:00","16.000","-99.000","-99.000","13.100","0.890","1019.600","","0.000","-99.000","-99.000","-99.000","16.400","","11.500",""
"C0R670","2020-02-12 00:00:00","26.000","74.000","6.200","22.100","0.640","1018.300","","0.000","13.100","69.000","","23.000","","19.600",""
"C0X120","2020-02-12 00:00:00","28.000","355.000","1.400","18.500","0.910","1019.100","","0.000","-99.000","-99.000","-99.000","21.900","","16.300",""
"C0R100","2020-02-12 00:00:00","1006.000","323.000","0.800","13.800","0.770","908.700","","0.000","-99.000","-99.000","-99.000","16.700","","11.100",""
"C0C700","2020-02-12 00:00:00","151.000","185.000","0.400","16.400","0.920","1003.500","","0.000","-99.000","-99.000","-99.000","21.800","","15.500",""
"CM0190","2020-02-12 00:00:00","280.000","108.000","1.100","17.500","0.850","989.600","","0.000","-99.000","-99.000","-99.000","20.900","","13.000",""
"C0W130","2020-02-12 00:00:00","18.000","40.000","2.900","18.700","0.870","1017.200","","0.000","-99.000","-99.000","-99.000","19.900","","16.300",""
"C0F9R0","2020-02-12 00:00:00","20.000","0.000","0.000","17.500","1.000","1019.100","","0.000","-99.000","-99.000","-99.000","20.200","","16.200",""
"C0V660","2020-02-12 00:00:00","25.000","12.000","1.400","19.400","0.860","1019.000","","0.000","-99.000","-99.000","-99.000","23.400","","17.100",""
"C0G780","2020-02-12 00:00:00","27.000","283.000","1.200","17.900","0.920","1017.500","","0.000","-99.000","-99.000","-99.000","21.300","","16.500",""
"C0C590","2020-02-12 00:00:00","72.000","179.000","0.600","15.800","0.940","1011.700","","0.000","-99.000","-99.000","-99.000","23.300","","14.800",""
"C0M790","2020-02-12 00:00:00","15.000","357.000","0.400","17.500","0.880","1017.700","","0.000","-99.000","-99.000","-99.000","21.800","","15.700",""
"C0R130","2020-02-12 00:00:00","1040.000","71.000","2.000","15.800","0.470","902.300","","0.000","-99.000","-99.000","-99.000","17.900","","11.700",""
"C0AH30","2020-02-12 00:00:00","755.000","151.000","7.300","15.300","0.990","935.300","","0.000","-99.000","-99.000","-99.000","23.500","","12.800",""
"C0X170","2020-02-12 00:00:00","50.000","48.000","0.900","18.700","0.950","1014.500","","0.000","-99.000","-99.000","-99.000","22.500","","15.900",""
"C0K291","2020-02-12 00:00:00","8.000","347.000","2.500","18.000","0.930","1020.100","","0.000","-99.000","-99.000","-99.000","21.300","","15.300",""
"C0D480","2020-02-12 00:00:00","223.000","0.000","0.000","16.700","0.980","994.000","","0.000","-99.000","-99.000","-99.000","24.500","","13.700",""
"C0F0C0","2020-02-12 00:00:00","983.000","0.000","0.100","14.700","0.760","910.100","","0.000","-99.000","-99.000","-99.000","17.200","","11.600",""
"C0U860","2020-02-12 00:00:00","5.000","18.000","0.500","19.700","0.760","1021.300","","0.000","-99.000","-99.000","-99.000","23.400","","14.600",""
"C0UA50","2020-02-12 00:00:00","808.000","84.000","1.700","14.500","0.750","930.000","","0.000","-99.000","-99.000","-99.000","15.100","","11.000",""
"C0X320","2020-02-12 00:00:00","30.000","0.000","0.000","17.400","0.910","1016.900","","0.000","-99.000","-99.000","-99.000","22.100","","15.000",""
"C0T960","2020-02-12 00:00:00","120.000","341.000","0.700","16.100","0.990","1009.400","","0.000","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0SA80","2020-02-12 00:00:00","136.000","253.000","0.600","17.200","0.850","1007.600","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0E780","2020-02-12 00:00:00","160.000","177.000","0.500","16.500","0.980","1002.000","","0.000","-99.000","-99.000","-99.000","22.600","","15.200",""
"C0F9Q0","2020-02-12 00:00:00","149.000","129.000","1.800","18.400","0.910","1002.400","","0.000","-99.000","-99.000","-99.000","21.000","","15.400",""
"C0F9X0","2020-02-12 00:00:00","166.000","0.000","0.100","18.500","0.930","1001.100","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0F0D0","2020-02-12 00:00:00","3171.000","158.000","5.400","3.100","0.690","699.600","","0.000","-99.000","-99.000","-99.000","9.100","","2.900",""
"C0S730","2020-02-12 00:00:00","110.000","128.000","1.200","20.600","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","22.700","","17.300",""
"C0T790","2020-02-12 00:00:00","2830.000","260.000","2.200","8.100","0.580","730.000","","0.000","8.200","240.000","","11.800","","5.200",""
"C0M830","2020-02-12 00:00:00","540.000","283.000","0.300","15.900","0.780","960.500","","0.000","-99.000","-99.000","-99.000","20.400","","14.700",""
"C0V750","2020-02-12 00:00:00","50.000","65.000","1.400","19.400","0.850","1016.100","","0.000","-99.000","-99.000","-99.000","23.300","","17.300",""
"C0K530","2020-02-12 00:00:00","12.000","335.000","2.700","17.600","0.930","1019.400","","0.000","-99.000","-99.000","-99.000","19.900","","15.400",""
"C0M780","2020-02-12 00:00:00","30.000","0.000","0.000","17.500","0.880","1017.600","","0.000","-99.000","-99.000","-99.000","22.300","","15.600",""
"C0V360","2020-02-12 00:00:00","94.000","86.000","0.800","16.800","0.970","1009.900","","0.000","-99.000","-99.000","-99.000","22.400","","15.300",""
"C0K510","2020-02-12 00:00:00","10.000","342.000","1.400","17.400","0.910","1018.700","","0.000","-99.000","-99.000","-99.000","21.300","","15.400",""
"C0D650","2020-02-12 00:00:00","97.000","0.000","0.000","16.800","0.900","1009.500","","0.000","-99.000","-99.000","-99.000","20.700","","16.000",""
"C0V630","2020-02-12 00:00:00","19.000","0.000","0.200","19.400","0.820","1020.800","","0.000","-99.000","-99.000","-99.000","22.100","","16.900",""
"C0U910","2020-02-12 00:00:00","17.000","242.000","0.400","17.500","0.830","1019.800","","0.000","-99.000","-99.000","-99.000","22.700","","14.100",""
"C0U600","2020-02-12 00:00:00","10.000","296.000","0.600","17.600","0.900","1020.000","","0.000","-99.000","-99.000","-99.000","22.300","","13.900",""
"C0G820","2020-02-12 00:00:00","29.000","266.000","1.100","17.200","0.960","1017.800","","0.000","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0R590","2020-02-12 00:00:00","72.000","308.000","1.800","18.800","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","22.700","","17.500",""
"C0A9E0","2020-02-12 00:00:00","26.000","157.000","0.800","17.300","0.880","1018.700","","0.000","-99.000","-99.000","-99.000","23.400","","16.500",""
"C0R480","2020-02-12 00:00:00","57.000","282.000","0.900","19.300","0.820","1014.300","","0.000","-99.000","-99.000","-99.000","23.000","","16.700",""
"C0X300","2020-02-12 00:00:00","70.000","69.000","0.500","16.600","0.950","1012.200","","0.000","-99.000","-99.000","-99.000","22.300","","15.200",""
"C0U970","2020-02-12 00:00:00","7.000","0.000","0.000","17.600","0.850","1021.900","","0.000","-99.000","-99.000","-99.000","22.300","","14.500",""
"C0R340","2020-02-12 00:00:00","230.000","28.000","1.700","19.000","0.840","995.100","","0.000","-99.000","-99.000","-99.000","22.100","","14.900",""
"C0M750","2020-02-12 00:00:00","10.000","2.000","0.700","18.100","0.870","1019.700","","0.000","-99.000","-99.000","-99.000","21.100","","15.800",""
"C0I110","2020-02-12 00:00:00","161.000","38.000","0.600","18.100","0.890","1002.700","","0.000","-99.000","-99.000","-99.000","22.800","","15.700",""
"C0V370","2020-02-12 00:00:00","74.000","86.000","0.600","17.400","0.960","1013.000","","0.000","-99.000","-99.000","-99.000","22.300","","15.300",""
"C0C690","2020-02-12 00:00:00","242.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-02-12 00:00:00","6.000","302.000","1.700","19.600","0.700","1021.900","","0.000","-99.000","-99.000","-99.000","23.000","","17.000",""
"C0H950","2020-02-12 00:00:00","192.000","0.000","0.000","16.000","0.990","998.900","","0.000","-99.000","-99.000","-99.000","22.500","","13.000",""
"C0O960","2020-02-12 00:00:00","112.000","44.000","1.500","17.600","0.910","1007.900","","0.000","-99.000","-99.000","-99.000","22.000","","15.200",""
"C0E880","2020-02-12 00:00:00","507.000","158.000","0.900","17.900","0.930","962.200","","0.000","-99.000","-99.000","-99.000","21.900","","15.100",""
"C0AH10","2020-02-12 00:00:00","30.000","232.000","0.900","18.100","1.000","1017.200","","0.000","-99.000","-99.000","-99.000","23.400","","16.900",""
"C0R680","2020-02-12 00:00:00","13.000","72.000","6.900","23.100","0.700","1020.600","","0.000","-99.000","-99.000","-99.000","23.200","","20.400",""
"C0X210","2020-02-12 00:00:00","38.000","0.000","0.000","17.800","0.950","1014.500","","0.000","-99.000","-99.000","-99.000","21.600","","15.900",""
"C0D430","2020-02-12 00:00:00","87.000","0.000","0.000","15.600","0.980","1009.400","","0.000","-99.000","-99.000","-99.000","23.200","","12.500",""
"C0AD30","2020-02-12 00:00:00","20.000","191.000","0.600","18.000","0.840","1016.700","","0.000","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0R240","2020-02-12 00:00:00","87.000","0.000","0.200","17.900","0.800","1010.000","","0.000","-99.000","-99.000","-99.000","23.000","","14.700",""
"C0AI30","2020-02-12 00:00:00","26.000","198.000","0.400","17.500","0.960","1019.000","","0.000","-99.000","-99.000","-99.000","23.300","","16.700",""
"C0U960","2020-02-12 00:00:00","1885.000","226.000","1.400","5.800","0.990","819.100","","0.000","-99.000","-99.000","-99.000","8.600","","3.300",""
"C0T9E0","2020-02-12 00:00:00","415.000","232.000","1.000","16.600","0.760","976.100","","0.000","-99.000","-99.000","-99.000","19.700","","13.400",""
